Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R8","1k","R_0603_1608Metric",156.234800,-209.043400,0.000000,top
"R8","1k","R_0603_1608Metric",199.168400,-41.396200,180.000000,top
"R8","1k","R_0603_1608Metric",140.765200,-111.209400,180.000000,top
"R8","1k","R_0603_1608Metric",199.168400,-181.022600,180.000000,top
"R8","1k","R_0603_1608Metric",156.234800,-69.417000,0.000000,top
"R8","1k","R_0603_1608Metric",140.765200,-181.022600,180.000000,top
"R8","1k","R_0603_1608Metric",97.831600,-69.417000,0.000000,top
"R8","1k","R_0603_1608Metric",140.765200,-41.396200,180.000000,top
"R8","1k","R_0603_1608Metric",199.168400,-111.209400,180.000000,top
"R9","1k","R_0603_1608Metric",140.765200,-179.244600,180.000000,top
"R9","1k","R_0603_1608Metric",156.234800,-71.195000,0.000000,top
"R9","1k","R_0603_1608Metric",156.234800,-141.008200,0.000000,top
"R9","1k","R_0603_1608Metric",140.765200,-39.618200,180.000000,top
"R9","1k","R_0603_1608Metric",156.234800,-210.821400,0.000000,top
"R9","1k","R_0603_1608Metric",97.831600,-141.008200,0.000000,top
"R9","1k","R_0603_1608Metric",97.831600,-71.195000,0.000000,top
"R9","1k","R_0603_1608Metric",97.831600,-210.821400,0.000000,top
"R9","1k","R_0603_1608Metric",199.168400,-179.244600,180.000000,top
"R9","1k","R_0603_1608Metric",199.168400,-39.618200,180.000000,top
"R9","1k","R_0603_1608Metric",199.168400,-109.431400,180.000000,top
